,DATE,MJD,EXPTIME,RA,DEC,AIRMASS,ROT_ANGLE,AZ,EL,RA_MD,DEC_MD,EXPTIME_MD,TEMP_SET_MD,CCDTEMP_MD,FILTER_MD,ELSTART_MD,ELEND_MD,AZSTART_MD,AZEND_MD,RA_WCS,DEC_WCS,dRA,dDEC,dAZ,dEL,PNT_OFFSET
2022021500453,2022-02-16 06:48:11.243614,59626.28346346776,30.0,221.877781598335,-45.3415462354051,1.26731432244689,359.99896597399,126.339390654539,52.0532073660725,221.877550833333,-45.3415856944444,30.0,-94.1500015258789,,SDSSg,52.0532073660725,52.1490999146336,126.339390654539,126.360716898416,221.864277245102,-45.332268185646065,0.8102611939785079,-0.5566829855416864,0.7697672360122436,-0.641321264291212,0.7964277648081107
2022021500454,2022-02-16 06:48:44.069312,59626.28384339482,30.0,221.877728965024,-45.341585239123,1.26567783869588,359.999030747476,126.360716898416,52.1490999146336,221.877550833333,-45.3415856944444,30.0,-94.1500015258789,,SDSSg,52.1490999146336,52.2448632701271,126.360716898416,126.382328797568,221.86424661608459,-45.33226210323125,0.8089409363636262,-0.5593881535042435,0.773908549376839,-0.6417288509241991,0.7976589775939212
2022021500459,2022-02-16 06:52:28.685189,59626.28644311562,30.0,222.011289823733,-45.3415721776815,1.2562518970644,359.999002263053,126.49125196455901,52.7062957568996,222.011131666667,-45.3415856944444,30.0,-94.1500015258789,,SDSSg,52.7062957568996,52.8019388600223,126.491251964559,126.515015442361,221.99789063198432,-45.332124521849764,0.8039515049189339,-0.5668593499038762,0.7842718261463508,-0.6449790355676127,0.8004365830293152
2022021500460,2022-02-16 06:53:01.485561,59626.28682274955,30.0,222.011332029502,-45.3415827571303,1.25467059521818,359.998984028563,126.515015442361,52.8019388600223,222.011131666667,-45.3415856944444,30.0,-94.1500015258789,,SDSSg,52.8019388600223,52.8975511177414,126.515015442361,126.539147723903,221.99792193205147,-45.332118626668816,0.8046058470277317,-0.567847827689104,0.7853102773500997,-0.6465515006800286,0.8014614247210206
2022021500465,2022-02-16 06:56:46.300182,59626.28942477062,30.0,221.406159766874,-44.8729914303063,1.23615748387187,359.999006736865,126.02644347070598,53.9516445084446,221.4059625,-44.87299225,30.0,-94.1500015258789,,SDSSg,53.9516445084446,54.0478624983662,126.026443470706,126.053438563336,221.39288679780418,-44.86329442228454,0.7963781441869401,-0.5818204813054116,0.8171015397481317,-0.6535053503718904,0.8106069883094763
2022021500466,2022-02-16 06:57:19.316767,59626.28980690702,30.0,221.40620452732,-44.8729845815443,1.2346519721678,359.998915946242,126.053438563336,54.0478624983662,221.4059625,-44.87299225,30.0,-94.1500015258789,,SDSSg,54.0478624983662,54.1440711005562,126.053438563336,126.08086146829,221.39300763546348,-44.863309305603295,0.791813511390263,-0.5805165564599178,0.8154027544781915,-0.651097788404339,0.8074197211279487
2022021500471,2022-02-16 07:01:01.531895,59626.292378841375,30.0,221.538655541969,-44.8729879132963,1.22612039030133,359.998867617027,126.21684723018602,54.6021248980396,221.538461666667,-44.87299225,30.0,-94.1500015258789,,SDSSg,54.6021248980396,54.6981095357769,126.216847230186,126.246655513038,221.52550853887485,-44.86319634755875,0.7888201856487401,-0.5874939442534292,0.8252625196573871,-0.6560446839500061,0.8109872376691313
2022021500472,2022-02-16 07:01:34.334845,59626.29275850515,30.0,221.538696647925,-44.8729951537284,1.22467723723261,359.998940857258,126.24665551303798,54.6981095357769,221.538461666667,-44.87299225,30.0,-94.1500015258789,,SDSSg,54.6981095357769,54.7941057964345,126.246655513038,126.276886690845,221.52547373225846,-44.86317979477272,0.7933749399896387,-0.5889215373402326,0.8262039178344684,-0.660488856315882,0.8142478979868417
2022021500477,2022-02-16 07:05:16.352530,59626.29532815427,30.0,221.671184287713,-44.8729715275889,1.21645229303202,359.998871107733,126.426477510919,55.2509400828712,221.670960416667,-44.87299225,30.0,-94.1500015258789,,SDSSg,55.2509400828712,55.3466600759857,126.426477510919,126.459251422872,221.6580282261519,-44.863169068714726,0.7893636936627445,-0.5881475324505425,0.822826103877912,-0.6634186951384826,0.8117264163504798
2022021500478,2022-02-16 07:05:49.196967,59626.29570829823,30.0,221.67122764356,-44.873002323137,1.21505810673445,359.998862602674,126.459251422872,55.3466600759857,221.670960416667,-44.87299225,30.0,-94.1500015258789,,SDSSg,55.3466600759857,55.4423872216576,126.459251422872,126.492407996629,221.6579953346282,-44.863117416099,0.7939385359056025,-0.593094422279608,0.8296971308163639,-0.6685859712215939,0.8175461583004723
2022021500481,2022-02-16 07:11:54.653766,59626.29993812229,30.0,221.620985786791,-45.4352523111724,1.20127265124867,359.998900923266,127.852949578737,56.3108762188785,221.620817916667,-45.4353017222222,30.0,-94.1500015258789,,SDSSg,56.3108762188785,56.4048174603813,127.852949578737,127.893446911548,221.6077695044043,-45.42529649493099,0.7929769432011377,-0.5973489744837476,0.8118307264001765,-0.6817910588287519,0.8164006316229134
2022021500482,2022-02-16 07:12:27.495169,59626.30031823112,30.0,221.620999447909,-45.4352978768681,1.19997435915969,359.998781007229,127.89344691154801,56.4048174603813,221.620817916667,-45.4353017222222,30.0,-94.1500015258789,,SDSSg,56.4048174603813,56.4987198098534,127.893446911548,127.934361774896,221.60773922047352,-45.425250014383224,0.7956136461284957,-0.6028717490928561,0.8199026443546482,-0.6859377550070913,0.8217064021073099
2022021500487,2022-02-16 07:16:15.034130,59626.30295178391,30.0,221.80367621111,-44.8730123440094,1.19100262173178,359.998873097214,127.127720941295,57.0634718819492,221.803459583333,-44.87299225,30.0,-94.1500015258789,,SDSSg,57.0634718819492,57.1554604752891,127.127720941295,127.168161947702,221.79065358172497,-44.862787448470385,0.7813577630996446,-0.6134937323418576,0.857625637188453,-0.6832555981341251,0.8264636298034841
2022021500488,2022-02-16 07:16:48.015701,59626.30333351506,30.0,221.803678165297,-44.8729855299543,1.18973173594898,359.998810443015,127.16944359659101,57.1583586021297,221.803459583333,-44.87299225,30.0,-94.1500015258789,,SDSSg,57.1583586021297,57.2503373607033,127.169443596591,127.210450549115,221.79072546724063,-44.862786256794124,0.7771618833811987,-0.6119563896108359,0.8554478205649755,-0.6810785964531052,0.8233307869615175
2022021500493,2022-02-16 07:20:34.485866,59626.30595469753,30.0,221.754930885585,-45.4353223375782,1.1826416588413,359.998833337224,128.502024490808,57.694520561301005,221.754646666667,-45.4353017222222,30.0,-94.1500015258789,,SDSSg,57.694520561301,57.7876915617671,128.502024490808,128.550058383917,221.7416513758661,-45.42498544563697,0.7967705831317019,-0.6202135164730128,0.8372895999030862,-0.7058492523441451,0.835057190194062
2022021500494,2022-02-16 07:21:07.391559,59626.30633555046,30.0,221.754874691196,-45.4352930654187,1.1814308138382,359.998695937034,128.550058383917,57.7876915617671,221.754646666667,-45.4353017222222,30.0,-94.1500015258789,,SDSSg,57.7876915617671,57.8807159348362,128.550058383917,128.598705161785,221.74170613953993,-45.42499788078628,0.7901130993612567,-0.6177110779453391,0.8340809073021779,-0.7017556017333643,0.8300721405758497
2022021500499,2022-02-16 07:24:50.391245,59626.30891656534,30.0,221.88853614323,-45.4352879898076,1.17456464285461,359.998659982651,128.838745881294,58.3253841682308,221.888475833333,-45.4353017222222,30.0,-94.1500015258789,,SDSSg,58.3253841682308,58.4180124684208,128.838745881294,128.890566159462,221.87571581688763,-45.424878028582185,0.7692195805391591,-0.6245976735238989,0.8481472231297265,-0.6959409405087814,0.8255484792698061
2022021500500,2022-02-16 07:25:23.195429,59626.30929624339,30.0,221.8886302504,-45.435280370848,1.17340380090905,359.998724972665,128.890566159462,58.4180124684208,221.888475833333,-45.4353017222222,30.0,-94.1500015258789,,SDSSg,58.4180124684208,58.5105853362911,128.890566159462,128.943014968609,221.8755003998096,-45.424818251745954,0.7877910354255218,-0.6277271461228304,0.8455897995409006,-0.7104237332854056,0.8364751659323088
2022021500505,2022-02-16 07:29:09.055199,59626.3119103611,30.0,222.022636643146,-45.4353430683813,1.16667710778027,359.998912536629,129.20685895202,58.961196450793096,222.022305,-45.4353017222222,30.0,-94.1500015258789,,SDSSg,58.9611964507931,59.0535829051369,129.20685895202,129.262754399751,222.00954311318827,-45.42470998455163,0.7856117974620281,-0.6379850297795668,0.8581647458190198,-0.7185622802837295,0.8431997403803425
2022021500506,2022-02-16 07:29:41.858227,59626.31229002577,30.0,222.022455132898,-45.4352687848505,1.16555999490621,359.998689422584,129.261017222379,59.05075049241711,222.022305,-45.4353017222222,30.0,-94.1500015258789,,SDSSg,59.0507504924171,59.1428311749332,129.261017222379,129.31758054017,222.00948753706234,-45.42466288035166,0.7780557501389829,-0.6363542699302117,0.8570077273025226,-0.7141399610696446,0.8385042653131998
2022021600503,2022-02-17 05:53:16.658309,59627.2453316934,30.0,221.874457680069,-44.7792792935355,1.4621440644318,353.959256455444,124.898127992143,43.0894628747337,221.874310833333,-44.7792708333333,30.0,-94.1500015258789,,SDSSg,43.0894628747337,43.1870103462716,-235.101872007857,-235.107466201778,221.86565880753167,-44.770236320518315,0.527932352239239,-0.542578381031527,0.7633826429403683,-0.3537540258599071,0.6594264561634617
2022021600504,2022-02-17 05:53:49.637791,59627.24571340036,30.0,221.874523425135,-44.7792645967182,1.45948411832045,353.95953458919,124.89253379822198,43.1870103462716,221.874310833333,-44.7792708333333,30.0,-94.1500015258789,,SDSSg,43.1870103462716,43.2846919282456,-235.107466201778,-235.112821679126,221.8657325290054,-44.77021927185695,0.5274537677744986,-0.5427194916740148,0.7639885186109125,-0.35431728123540784,0.6593496370937839
